"texto","categoria"
"La funcionalidad generadores en Pandas permite declarar componentes sin necesidad de configuración adicional. Consulte la referencia oficial para más detalles sobre la configuración de PyCharm.","python"
"La clase principal de ASP.NET Core implementa delegados internamente para optimizar el ciclo de vida del componente. Este comportamiento puede cambiar en versiones futuras de ASP.NET Core, revisar el changelog.","c#"
"¿Vale la pena migrar a jQuery UI en 2026? Repasamos ventajas, desventajas y casos de uso reales para validación de formularios.","jquery"
"La funcionalidad traits en Symfony permite declarar componentes sin necesidad de configuración adicional. Consulte la referencia oficial para más detalles sobre la configuración de Artisan CLI.","php"
"me tira error raro con Jetpack Compose, creo que es tema de versiones de Android Studio, googlear despues","android"
"Comparamos MVVM contra otras alternativas del ecosistema c#, enfocándonos en testing con xUnit y rendimiento.","c#"
"Hoy vamos a explorar el patrón singleton en java, un tema que genera muchas dudas entre desarrolladores junior. Veremos también cómo se integra con Docker en un pipeline de deploy real. Además incluimos un mini benchmark comparando el patrón singleton contra el enfoque tradicional.","java"
"repasar SEO on-page para el parcial de html, no entendí bien el ejemplo de la clase","html"
"Aprendé a construir aplicaciones reales de android combinando LiveData con buenas prácticas de Fragments. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de publicación en Google Play.","android"
"En esta unidad profundizamos en arquitectura de microservicios utilizando Maven, ideal para quienes ya conocen lo básico de java. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de arquitectura de microservicios.","java"
"todavia no me cierra como funciona módulos ES6, hice un ejemplo copado pero se rompe con datos reales","javascript"
"me tira error raro con jQuery Mobile, creo que es tema de versiones de CDN de jQuery, googlear despues","jquery"
"Este módulo documenta el uso correcto de Intents dentro del framework Room, incluyendo parámetros opcionales.","android"
"La funcionalidad el patrón singleton en Gradle permite declarar componentes sin necesidad de configuración adicional.","java"
"Una guía práctica sobre compatibilidad entre navegadores usando CSS Grid, con ejemplos de código y errores comunes a evitar. Veremos también cómo se integra con Chrome DevTools en un pipeline de deploy real.","html"
"me tira error raro con ViewModel, creo que es tema de versiones de Genymotion, googlear despues -- ver video de youtube que recomendó un compañero sobre RecyclerView","android"
"Módulo 11: Aprende a dominar dataclasses en SQLAlchemy desde cero, con proyectos prácticos aplicados a procesamiento de datos con NumPy. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de procesamiento de datos con NumPy.","python"
"repasar animate() para el parcial de jquery, no entendí bien el ejemplo de la clase -- ver video de youtube que recomendó un compañero sobre animate()","jquery"
"Guía rápida: cómo implementar manipulación del DOM en DataTables en menos de 10 minutos. Recordá revisar la documentación oficial antes de llevar esto a producción.","jquery"
"¿Vale la pena migrar a Firebase en 2026? Repasamos ventajas, desventajas y casos de uso reales para persistencia local con Room.","android"
"Referencia rápida de Activities: sintaxis básica, ejemplos y errores comunes en android.","android"
"me tira error raro con Next.js, creo que es tema de versiones de npm, googlear despues","javascript"
"Referencia rápida de layouts XML: sintaxis básica, ejemplos y errores comunes en android.","android"
"Comparamos MVVM contra otras alternativas del ecosistema c#, enfocándonos en testing con xUnit y rendimiento. Veremos también cómo se integra con NuGet en un pipeline de deploy real. Además incluimos un mini benchmark comparando eventos contra el enfoque tradicional.","c#"
"La clase principal de Bulma implementa responsive design internamente para optimizar el ciclo de vida del componente.","html"
"pendiente: terminar el tp de c++ usando Boost, me falta la parte de templates","c++"
"Clase 9: compatibilidad entre navegadores paso a paso, incluye desafíos de código y un proyecto integrador final en CSS Grid. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de compatibilidad entre navegadores.","html"
"pendiente: terminar el tp de c# usando .NET Core, me falta la parte de nullable reference types","c#"
"Curso intensivo de c++: dominá OpenCV y smart pointers en pocas semanas, con ejercicios evaluados automáticamente.","c++"
"Curso intensivo de java: dominá Hibernate y el patrón singleton en pocas semanas, con ejercicios evaluados automáticamente.","java"
"Cheat sheet de Bulma: los comandos y conceptos de etiquetas semánticas que más vas a usar en el día a día.","html"
"Comparamos LiveData contra otras alternativas del ecosistema android, enfocándonos en diseño de interfaces con Compose y rendimiento. Además incluimos un mini benchmark comparando el AndroidManifest contra el enfoque tradicional.","android"
"Guía rápida: cómo implementar Activities en Kotlin Coroutines en menos de 10 minutos.","android"
"En este post analizamos las novedades de NumPy y cómo afecta a los proyectos de python en producción. Veremos también cómo se integra con Jupyter Notebook en un pipeline de deploy real. Además incluimos un mini benchmark comparando entornos virtuales contra el enfoque tradicional.","python"
"En esta unidad profundizamos en animaciones y efectos utilizando jQuery Mobile, ideal para quienes ya conocen lo básico de jquery. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de animaciones y efectos.","jquery"
"Guía rápida: cómo implementar eventos en ASP.NET Core en menos de 10 minutos. Este enfoque también aplica si estás trabajando con Visual Studio.","c#"
"Guía rápida: cómo implementar el ciclo de vida en Jetpack Compose en menos de 10 minutos. Recordá revisar la documentación oficial antes de llevar esto a producción.","android"
"Paso 1: instalar npm. Paso 2: configurar Bootstrap con jQuery. Paso 3: probar animate() con un ejemplo mínimo. Recordá revisar la documentación oficial antes de llevar esto a producción.","jquery"
"Guía rápida: cómo implementar etiquetas semánticas en Bootstrap en menos de 10 minutos. Recordá revisar la documentación oficial antes de llevar esto a producción. Este enfoque también aplica si estás trabajando con Lighthouse.","html"
"Cheat sheet de WPF: los comandos y conceptos de el garbage collector que más vas a usar en el día a día. Este enfoque también aplica si estás trabajando con dotnet CLI.","c#"
"En este post analizamos las novedades de Qt y cómo afecta a los proyectos de c++ en producción. Veremos también cómo se integra con Visual Studio en un pipeline de deploy real. Además incluimos un mini benchmark comparando sobrecarga de operadores contra el enfoque tradicional.","c++"
"En esta unidad profundizamos en Entity Framework Core utilizando Blazor, ideal para quienes ya conocen lo básico de c#. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de Entity Framework Core.","c#"
"Referencia rápida de closures: sintaxis básica, ejemplos y errores comunes en javascript. Recordá revisar la documentación oficial antes de llevar esto a producción. Este enfoque también aplica si estás trabajando con Vite.","javascript"
"Nota: al utilizar el garbage collector en java, se recomienda validar los tipos de entrada antes de invocar el método principal. Consulte la referencia oficial para más detalles sobre la configuración de Gradle.","java"
"La clase principal de Xamarin implementa eventos internamente para optimizar el ciclo de vida del componente. Consulte la referencia oficial para más detalles sobre la configuración de Visual Studio.","c#"
"La clase principal de Maven implementa interfaces funcionales internamente para optimizar el ciclo de vida del componente.","java"
"La clase principal de ASP.NET Core implementa LINQ internamente para optimizar el ciclo de vida del componente. Consulte la referencia oficial para más detalles sobre la configuración de Azure DevOps.","c#"
".NET Core expone una API que facilita el uso de el garbage collector, siempre que el entorno esté configurado con Visual Studio Code. Consulte la referencia oficial para más detalles sobre la configuración de Visual Studio Code. Este comportamiento puede cambiar en versiones futuras de .NET Core, revisar el changelog.","c#"
"En esta unidad profundizamos en autenticación de usuarios utilizando Composer, ideal para quienes ya conocen lo básico de php. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de autenticación de usuarios.","php"
"Clase 5: compatibilidad entre navegadores paso a paso, incluye desafíos de código y un proyecto integrador final en Select2. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de compatibilidad entre navegadores.","jquery"
"Guía rápida: cómo implementar decoradores en SQLAlchemy en menos de 10 minutos. Recordá revisar la documentación oficial antes de llevar esto a producción.","python"
"Tailwind CSS expone una API que facilita el uso de formularios, siempre que el entorno esté configurado con Chrome DevTools. Consulte la referencia oficial para más detalles sobre la configuración de Chrome DevTools.","html"
"Paso 1: instalar NuGet. Paso 2: configurar ASP.NET Core. Paso 3: probar eventos con un ejemplo mínimo.","c#"
"Clase 12: plugins personalizados paso a paso, incluye desafíos de código y un proyecto integrador final en Bootstrap con jQuery.","jquery"
"Hoy vamos a explorar inyección de dependencias en java, un tema que genera muchas dudas entre desarrolladores junior. Además incluimos un mini benchmark comparando inyección de dependencias contra el enfoque tradicional.","java"
"Hoy vamos a explorar SEO on-page en html, un tema que genera muchas dudas entre desarrolladores junior. Veremos también cómo se integra con VS Code en un pipeline de deploy real. Además incluimos un mini benchmark comparando SEO on-page contra el enfoque tradicional.","html"
"Módulo 6: Aprende a dominar el ciclo de vida en Android Studio desde cero, con proyectos prácticos aplicados a diseño de interfaces con Compose. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de diseño de interfaces con Compose.","android"
"Hoy vamos a explorar middlewares en php, un tema que genera muchas dudas entre desarrolladores junior.","php"
"Módulo 8: Aprende a dominar referencias en OpenCV desde cero, con proyectos prácticos aplicados a concurrencia con threads.","c++"
"Hoy vamos a explorar templates en c++, un tema que genera muchas dudas entre desarrolladores junior. Veremos también cómo se integra con Makefile en un pipeline de deploy real.","c++"
"La funcionalidad el garbage collector en Spring Data JPA permite declarar componentes sin necesidad de configuración adicional. Consulte la referencia oficial para más detalles sobre la configuración de Gradle. Este comportamiento puede cambiar en versiones futuras de Spring Data JPA, revisar el changelog.","java"
"La clase principal de Nest.js implementa el DOM virtual internamente para optimizar el ciclo de vida del componente. Consulte la referencia oficial para más detalles sobre la configuración de Babel.","javascript"
"Curso intensivo de java: dominá Spring Data JPA y interfaces funcionales en pocas semanas, con ejercicios evaluados automáticamente.","java"
"En este post analizamos las novedades de Hibernate y cómo afecta a los proyectos de java en producción.","java"
"Una guía práctica sobre manejo de excepciones usando Spring MVC, con ejemplos de código y errores comunes a evitar.","java"
"Clase 5: programación orientada a objetos paso a paso, incluye desafíos de código y un proyecto integrador final en Boost. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de programación orientada a objetos.","c++"
"me tira error raro con .NET Core, creo que es tema de versiones de Azure DevOps, googlear despues","c#"
"me tira error raro con Celery, creo que es tema de versiones de Poetry, googlear despues -- ver video de youtube que recomendó un compañero sobre el GIL","python"
"Una guía práctica sobre renderizado del lado del servidor usando Svelte, con ejemplos de código y errores comunes a evitar. Veremos también cómo se integra con Vite en un pipeline de deploy real.","javascript"
"Tailwind CSS expone una API que facilita el uso de SEO on-page, siempre que el entorno esté configurado con Chrome DevTools. Consulte la referencia oficial para más detalles sobre la configuración de Chrome DevTools. Este comportamiento puede cambiar en versiones futuras de Tailwind CSS, revisar el changelog.","html"
"En esta unidad profundizamos en componentes reutilizables utilizando React, ideal para quienes ya conocen lo básico de javascript.","javascript"
"Nota: al utilizar list comprehension en python, se recomienda validar los tipos de entrada antes de invocar el método principal. Consulte la referencia oficial para más detalles sobre la configuración de conda. Este comportamiento puede cambiar en versiones futuras de Django, revisar el changelog.","python"
"repasar interfaces para el parcial de php, no entendí bien el ejemplo de la clase","php"
"Referencia rápida de threads: sintaxis básica, ejemplos y errores comunes en java.","java"
"Este módulo documenta el uso correcto de closures dentro del framework CodeIgniter, incluyendo parámetros opcionales. Consulte la referencia oficial para más detalles sobre la configuración de XAMPP.","php"
"Clase 10: optimización del bundle paso a paso, incluye desafíos de código y un proyecto integrador final en Vue.","javascript"
"Cheat sheet de CodeIgniter: los comandos y conceptos de el autoloading que más vas a usar en el día a día.","php"
"Paso 1: instalar Composer. Paso 2: configurar Slim Framework. Paso 3: probar closures con un ejemplo mínimo. Recordá revisar la documentación oficial antes de llevar esto a producción.","php"
"Aprendé a construir aplicaciones reales de c++ combinando Qt con buenas prácticas de templates. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de compilación y linking.","c++"
"Clase 12: compatibilidad entre navegadores paso a paso, incluye desafíos de código y un proyecto integrador final en jQuery UI. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de compatibilidad entre navegadores.","jquery"
"Nota: al utilizar arrow functions en javascript, se recomienda validar los tipos de entrada antes de invocar el método principal. Consulte la referencia oficial para más detalles sobre la configuración de webpack.","javascript"
"Referencia rápida de la stack y el heap: sintaxis básica, ejemplos y errores comunes en c++. Este enfoque también aplica si estás trabajando con Valgrind.","c++"
"Paso 1: instalar XAMPP. Paso 2: configurar Symfony. Paso 3: probar traits con un ejemplo mínimo.","php"
"me tira error raro con Jakarta EE, creo que es tema de versiones de Docker, googlear despues -- ver video de youtube que recomendó un compañero sobre polimorfismo","java"
"pendiente: terminar el tp de python usando Flask, me falta la parte de entornos virtuales","python"
"Curso intensivo de jquery: dominá jQuery UI y AJAX en pocas semanas, con ejercicios evaluados automáticamente. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de validación de formularios.","jquery"
"Guía rápida: cómo implementar layouts XML en Retrofit en menos de 10 minutos. Este enfoque también aplica si estás trabajando con Gradle.","android"
"Comparamos Blazor contra otras alternativas del ecosistema c#, enfocándonos en Entity Framework Core y rendimiento. Veremos también cómo se integra con Visual Studio Code en un pipeline de deploy real. Además incluimos un mini benchmark comparando async/await contra el enfoque tradicional.","c#"
"Módulo 8: Aprende a dominar el ciclo de vida en Kotlin Coroutines desde cero, con proyectos prácticos aplicados a optimización de memoria. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de optimización de memoria.","android"
"Nota: al utilizar punteros en c++, se recomienda validar los tipos de entrada antes de invocar el método principal.","c++"
"repasar decoradores para el parcial de python, no entendí bien el ejemplo de la clase -- ver video de youtube que recomendó un compañero sobre decoradores","python"
"En este post analizamos las novedades de Composer y cómo afecta a los proyectos de php en producción. Veremos también cómo se integra con XAMPP en un pipeline de deploy real.","php"
"Comparamos Vue contra otras alternativas del ecosistema javascript, enfocándonos en renderizado del lado del servidor y rendimiento. Veremos también cómo se integra con TypeScript en un pipeline de deploy real.","javascript"
"Aprendé a construir aplicaciones reales de android combinando Kotlin Coroutines con buenas prácticas de layouts XML.","android"
"pendiente: terminar el tp de java usando Spring Boot, me falta la parte de la JVM -- ver video de youtube que recomendó un compañero sobre la JVM","java"
"Este módulo documenta el uso correcto de context managers dentro del framework Pandas, incluyendo parámetros opcionales. Este comportamiento puede cambiar en versiones futuras de Pandas, revisar el changelog.","python"
"En este post analizamos las novedades de Bootstrap con jQuery y cómo afecta a los proyectos de jquery en producción. Veremos también cómo se integra con npm en un pipeline de deploy real. Además incluimos un mini benchmark comparando manipulación del DOM contra el enfoque tradicional.","jquery"
"no me anda etiquetas semánticas en Tailwind CSS, capaz que me falta instalar Figma, revisar mañana","html"
"me tira error raro con STL, creo que es tema de versiones de Makefile, googlear despues -- ver video de youtube que recomendó un compañero sobre templates","c++"
"Cheat sheet de Composer: los comandos y conceptos de namespaces que más vas a usar en el día a día.","php"
"Tutorial paso a paso para configurar Genymotion y empezar a trabajar con Retrofit en android. Este enfoque también aplica si estás trabajando con Gradle.","android"
"En este post analizamos las novedades de jQuery UI y cómo afecta a los proyectos de jquery en producción.","jquery"
"Guía rápida: cómo implementar context managers en Flask en menos de 10 minutos. Recordá revisar la documentación oficial antes de llevar esto a producción. Este enfoque también aplica si estás trabajando con Jupyter Notebook.","python"
"Aprendé a construir aplicaciones reales de jquery combinando jQuery Mobile con buenas prácticas de el método .ready().","jquery"
"Aprendé a construir aplicaciones reales de java combinando Spring Boot con buenas prácticas de excepciones checked.","java"
"Referencia rápida de atributos ARIA: sintaxis básica, ejemplos y errores comunes en html. Recordá revisar la documentación oficial antes de llevar esto a producción. Este enfoque también aplica si estás trabajando con VS Code.","html"
"pendiente: terminar el tp de jquery usando Bootstrap con jQuery, me falta la parte de el método .ready() -- ver video de youtube que recomendó un compañero sobre el método .ready()","jquery"
"Comparamos Eloquent ORM contra otras alternativas del ecosistema php, enfocándonos en APIs RESTful y rendimiento. Veremos también cómo se integra con phpMyAdmin en un pipeline de deploy real. Además incluimos un mini benchmark comparando traits contra el enfoque tradicional.","php"
"Comparamos Firebase contra otras alternativas del ecosistema android, enfocándonos en manejo del ciclo de vida y rendimiento. Además incluimos un mini benchmark comparando el AndroidManifest contra el enfoque tradicional.","android"
"Una guía práctica sobre despliegue con Docker usando Django, con ejemplos de código y errores comunes a evitar. Además incluimos un mini benchmark comparando type hints contra el enfoque tradicional.","python"
"Una guía práctica sobre manejo de sesiones usando CodeIgniter, con ejemplos de código y errores comunes a evitar. Además incluimos un mini benchmark comparando namespaces contra el enfoque tradicional.","php"
"todavia no me cierra como funciona el ciclo de vida, hice un ejemplo copado pero se rompe con datos reales","android"
"no me anda useState en Vue, capaz que me falta instalar TypeScript, revisar mañana","javascript"
"Nota: al utilizar responsive design en html, se recomienda validar los tipos de entrada antes de invocar el método principal. Este comportamiento puede cambiar en versiones futuras de Bootstrap, revisar el changelog.","html"
"todavia no me cierra como funciona selectores $(), hice un ejemplo copado pero se rompe con datos reales -- ver video de youtube que recomendó un compañero sobre selectores $()","jquery"
"En esta unidad profundizamos en Entity Framework Core utilizando Xamarin, ideal para quienes ya conocen lo básico de c#.","c#"
"Clase 8: peticiones AJAX paso a paso, incluye desafíos de código y un proyecto integrador final en Select2.","jquery"
"apunte: nullable reference types en c# es re confuso, preguntarle al profe en la próxima clase","c#"
"Clase 12: despliegue con Docker paso a paso, incluye desafíos de código y un proyecto integrador final en NumPy.","python"
"La funcionalidad arrow functions en Express permite declarar componentes sin necesidad de configuración adicional. Consulte la referencia oficial para más detalles sobre la configuración de webpack.","javascript"
"En esta unidad profundizamos en arquitectura de microservicios utilizando Spring Data JPA, ideal para quienes ya conocen lo básico de java.","java"
"repasar RAII para el parcial de c++, no entendí bien el ejemplo de la clase","c++"
"Guía rápida: cómo implementar AJAX en DataTables en menos de 10 minutos.","jquery"
"Hoy vamos a explorar Fragments en android, un tema que genera muchas dudas entre desarrolladores junior. Veremos también cómo se integra con Genymotion en un pipeline de deploy real.","android"
"Clase 1: diseño con Flexbox y Grid paso a paso, incluye desafíos de código y un proyecto integrador final en CSS Grid. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de diseño con Flexbox y Grid.","html"
"Una guía práctica sobre estructuras de datos usando Boost, con ejemplos de código y errores comunes a evitar. Veremos también cómo se integra con GDB en un pipeline de deploy real.","c++"
"¿Vale la pena migrar a Symfony en 2026? Repasamos ventajas, desventajas y casos de uso reales para desarrollo de plugins de WordPress. Veremos también cómo se integra con Artisan CLI en un pipeline de deploy real.","php"
"Cheat sheet de Composer: los comandos y conceptos de traits que más vas a usar en el día a día.","php"
"Módulo 11: Aprende a dominar generadores en SQLAlchemy desde cero, con proyectos prácticos aplicados a despliegue con Docker. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de despliegue con Docker.","python"
"Una guía práctica sobre despliegue en Azure usando ASP.NET Core, con ejemplos de código y errores comunes a evitar. Veremos también cómo se integra con Visual Studio en un pipeline de deploy real.","c#"
"Hoy vamos a explorar arrow functions en javascript, un tema que genera muchas dudas entre desarrolladores junior. Además incluimos un mini benchmark comparando arrow functions contra el enfoque tradicional.","javascript"
"Paso 1: instalar Visual Studio. Paso 2: configurar MVVM. Paso 3: probar el garbage collector con un ejemplo mínimo.","c#"
"En esta unidad profundizamos en manipulación dinámica del DOM utilizando Bootstrap con jQuery, ideal para quienes ya conocen lo básico de jquery.","jquery"
"Módulo 10: Aprende a dominar interfaces en Eloquent ORM desde cero, con proyectos prácticos aplicados a conexión a bases de datos con PDO.","php"
"En este post analizamos las novedades de Laravel y cómo afecta a los proyectos de php en producción. Además incluimos un mini benchmark comparando namespaces contra el enfoque tradicional.","php"
"Nota: al utilizar interfaces en c#, se recomienda validar los tipos de entrada antes de invocar el método principal. Consulte la referencia oficial para más detalles sobre la configuración de Azure DevOps.","c#"
"Hoy vamos a explorar meta tags en html, un tema que genera muchas dudas entre desarrolladores junior. Veremos también cómo se integra con Lighthouse en un pipeline de deploy real.","html"
"En esta unidad profundizamos en peticiones AJAX utilizando jQuery Mobile, ideal para quienes ya conocen lo básico de jquery. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de peticiones AJAX.","jquery"
"Módulo 7: Aprende a dominar la JVM en Spring Boot desde cero, con proyectos prácticos aplicados a testing unitario con JUnit.","java"
"En esta unidad profundizamos en testing unitario con JUnit utilizando Hibernate, ideal para quienes ya conocen lo básico de java. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de testing unitario con JUnit.","java"
"¿Vale la pena migrar a Slim Framework en 2026? Repasamos ventajas, desventajas y casos de uso reales para migraciones con Laravel. Además incluimos un mini benchmark comparando middlewares contra el enfoque tradicional.","php"
"La funcionalidad excepciones checked en Jakarta EE permite declarar componentes sin necesidad de configuración adicional. Consulte la referencia oficial para más detalles sobre la configuración de IntelliJ IDEA.","java"
"Referencia rápida de responsive design: sintaxis básica, ejemplos y errores comunes en html. Recordá revisar la documentación oficial antes de llevar esto a producción.","html"
"En esta unidad profundizamos en migraciones con Laravel utilizando CodeIgniter, ideal para quienes ya conocen lo básico de php.","php"
"repasar closures para el parcial de php, no entendí bien el ejemplo de la clase","php"
"no me anda atributos ARIA en Flexbox, capaz que me falta instalar Chrome DevTools, revisar mañana","html"
"pendiente: terminar el tp de java usando Maven, me falta la parte de el garbage collector","java"
"La clase principal de Blazor implementa async/await internamente para optimizar el ciclo de vida del componente. Consulte la referencia oficial para más detalles sobre la configuración de NuGet.","c#"
"En esta unidad profundizamos en desarrollo de APIs REST utilizando ASP.NET Core, ideal para quienes ya conocen lo básico de c#.","c#"
"¿Vale la pena migrar a OpenCV en 2026? Repasamos ventajas, desventajas y casos de uso reales para compilación y linking.","c++"
"tip del profe: usar npm para debuggear jQuery Mobile, ahorra un montón de tiempo","jquery"
"Guía rápida: cómo implementar dataclasses en Django en menos de 10 minutos.","python"
"En este post analizamos las novedades de Retrofit y cómo afecta a los proyectos de android en producción. Veremos también cómo se integra con Genymotion en un pipeline de deploy real.","android"
"pendiente: terminar el tp de python usando Pandas, me falta la parte de generadores","python"
"tip del profe: usar Figma para debuggear Bootstrap, ahorra un montón de tiempo","html"
"Este módulo documenta el uso correcto de SEO on-page dentro del framework Tailwind CSS, incluyendo parámetros opcionales. Consulte la referencia oficial para más detalles sobre la configuración de Chrome DevTools.","html"
"Tutorial paso a paso para configurar virtualenv y empezar a trabajar con Celery en python. Recordá revisar la documentación oficial antes de llevar esto a producción. Este enfoque también aplica si estás trabajando con Jupyter Notebook.","python"
"Tutorial paso a paso para configurar Figma y empezar a trabajar con Bulma en html.","html"
"En este post analizamos las novedades de CMake y cómo afecta a los proyectos de c++ en producción. Veremos también cómo se integra con Makefile en un pipeline de deploy real.","c++"
"Este módulo documenta el uso correcto de entornos virtuales dentro del framework Flask, incluyendo parámetros opcionales. Este comportamiento puede cambiar en versiones futuras de Flask, revisar el changelog.","python"
"Hoy vamos a explorar accesibilidad (a11y) en html, un tema que genera muchas dudas entre desarrolladores junior. Además incluimos un mini benchmark comparando accesibilidad (a11y) contra el enfoque tradicional.","html"
"La clase principal de OpenCV implementa templates internamente para optimizar el ciclo de vida del componente.","c++"
"En este post analizamos las novedades de WPF y cómo afecta a los proyectos de c# en producción. Veremos también cómo se integra con Visual Studio en un pipeline de deploy real.","c#"
"pendiente: terminar el tp de jquery usando jQuery Mobile, me falta la parte de chaining de métodos","jquery"
"Referencia rápida de genéricos: sintaxis básica, ejemplos y errores comunes en java. Recordá revisar la documentación oficial antes de llevar esto a producción.","java"
"Comparamos LiveData contra otras alternativas del ecosistema android, enfocándonos en manejo del ciclo de vida y rendimiento.","android"
"apunte: LINQ en c# es re confuso, preguntarle al profe en la próxima clase -- ver video de youtube que recomendó un compañero sobre LINQ","c#"
"Módulo 8: Aprende a dominar propiedades en Xamarin desde cero, con proyectos prácticos aplicados a inyección de dependencias. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de inyección de dependencias.","c#"
"Clase 3: manejo de sesiones paso a paso, incluye desafíos de código y un proyecto integrador final en WordPress. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de manejo de sesiones.","php"
"Referencia rápida de el autoloading: sintaxis básica, ejemplos y errores comunes en php.","php"
"todavia no me cierra como funciona records, hice un ejemplo copado pero se rompe con datos reales -- ver video de youtube que recomendó un compañero sobre records","c#"
"Cheat sheet de Angular: los comandos y conceptos de props que más vas a usar en el día a día. Este enfoque también aplica si estás trabajando con ESLint.","javascript"
"Aprendé a construir aplicaciones reales de python combinando Celery con buenas prácticas de context managers.","python"
"no me anda Fragments en LiveData, capaz que me falta instalar Gradle, revisar mañana","android"
"Hoy vamos a explorar AJAX en jquery, un tema que genera muchas dudas entre desarrolladores junior. Además incluimos un mini benchmark comparando AJAX contra el enfoque tradicional.","jquery"
"¿Vale la pena migrar a Jakarta EE en 2026? Repasamos ventajas, desventajas y casos de uso reales para arquitectura de microservicios. Veremos también cómo se integra con Eclipse en un pipeline de deploy real.","java"
"me tira error raro con .NET Core, creo que es tema de versiones de Visual Studio, googlear despues -- ver video de youtube que recomendó un compañero sobre propiedades","c#"
"En este post analizamos las novedades de .NET Core y cómo afecta a los proyectos de c# en producción. Además incluimos un mini benchmark comparando delegados contra el enfoque tradicional.","c#"
"¿Vale la pena migrar a Spring Data JPA en 2026? Repasamos ventajas, desventajas y casos de uso reales para manejo de excepciones. Veremos también cómo se integra con Tomcat en un pipeline de deploy real. Además incluimos un mini benchmark comparando herencia contra el enfoque tradicional.","java"
"¿Vale la pena migrar a Select2 en 2026? Repasamos ventajas, desventajas y casos de uso reales para validación de formularios. Veremos también cómo se integra con Chrome DevTools en un pipeline de deploy real. Además incluimos un mini benchmark comparando manipulación del DOM contra el enfoque tradicional.","jquery"
"pendiente: terminar el tp de php usando CodeIgniter, me falta la parte de middlewares","php"
"Clase 4: desarrollo de APIs REST paso a paso, incluye desafíos de código y un proyecto integrador final en Xamarin. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de desarrollo de APIs REST.","c#"
"Guía rápida: cómo implementar useState en Svelte en menos de 10 minutos. Recordá revisar la documentación oficial antes de llevar esto a producción. Este enfoque también aplica si estás trabajando con npm.","javascript"
"Referencia rápida de decoradores: sintaxis básica, ejemplos y errores comunes en python. Recordá revisar la documentación oficial antes de llevar esto a producción. Este enfoque también aplica si estás trabajando con conda.","python"
"Paso 1: instalar Makefile. Paso 2: configurar OpenCV. Paso 3: probar punteros con un ejemplo mínimo. Recordá revisar la documentación oficial antes de llevar esto a producción.","c++"
"Boost expone una API que facilita el uso de RAII, siempre que el entorno esté configurado con Valgrind. Consulte la referencia oficial para más detalles sobre la configuración de Valgrind. Este comportamiento puede cambiar en versiones futuras de Boost, revisar el changelog.","c++"
"Paso 1: instalar Tomcat. Paso 2: configurar Maven. Paso 3: probar herencia con un ejemplo mínimo. Recordá revisar la documentación oficial antes de llevar esto a producción.","java"
"no me anda closures en Symfony, capaz que me falta instalar PHPUnit, revisar mañana","php"
"me tira error raro con Jakarta EE, creo que es tema de versiones de Eclipse, googlear despues -- ver video de youtube que recomendó un compañero sobre genéricos","java"
"todavia no me cierra como funciona dataclasses, hice un ejemplo copado pero se rompe con datos reales","python"
"Aprendé a construir aplicaciones reales de html combinando Bootstrap con buenas prácticas de etiquetas semánticas.","html"
"Una guía práctica sobre manejo de sesiones usando Symfony, con ejemplos de código y errores comunes a evitar. Además incluimos un mini benchmark comparando namespaces contra el enfoque tradicional.","php"
"Aprendé a construir aplicaciones reales de java combinando JUnit con buenas prácticas de el garbage collector. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de persistencia con JPA.","java"
"todavia no me cierra como funciona atributos ARIA, hice un ejemplo copado pero se rompe con datos reales","html"
"no me anda programación orientada a objetos en CodeIgniter, capaz que me falta instalar XAMPP, revisar mañana","php"
"La clase principal de Angular implementa promesas internamente para optimizar el ciclo de vida del componente. Consulte la referencia oficial para más detalles sobre la configuración de Babel.","javascript"
"En esta unidad profundizamos en arquitectura en capas utilizando Entity Framework, ideal para quienes ya conocen lo básico de c#.","c#"
"Aprendé a construir aplicaciones reales de javascript combinando Next.js con buenas prácticas de async/await.","javascript"
"Módulo 6: Aprende a dominar async/await en React desde cero, con proyectos prácticos aplicados a enrutamiento (routing).","javascript"
